round,agent,price,marketing,market_share,customers,revenue,profit,rationale
0,A,2.6,0.0,0.06073954759690741,60.73954759690741,157.92282375195927,36.44372855814446,undercut cheapest competitor
0,B,2.6,0.0,0.06073954759690741,60.73954759690741,157.92282375195927,36.44372855814446,undercut cheapest competitor
0,C,2.6,0.0,0.06073954759690741,60.73954759690741,157.92282375195927,36.44372855814446,undercut cheapest competitor
1,A,2.4699999999999998,0.0,0.06746524443694857,67.46524443694857,166.63915375926294,31.708664885365806,undercut cheapest competitor
1,B,2.4699999999999998,0.0,0.06746524443694857,67.46524443694857,166.63915375926294,31.708664885365806,undercut cheapest competitor
1,C,2.4699999999999998,0.0,0.06746524443694857,67.46524443694857,166.63915375926294,31.708664885365806,undercut cheapest competitor
2,A,2.3465,0.0,0.07435533342264998,74.35533342264998,174.47478987624817,25.764123030948213,undercut cheapest competitor
2,B,2.3465,0.0,0.07435533342264998,74.35533342264998,174.47478987624817,25.764123030948213,undercut cheapest competitor
2,C,2.3465,0.0,0.07435533342264998,74.35533342264998,174.47478987624817,25.764123030948213,undercut cheapest competitor
3,A,2.2291749999999997,0.0,0.08135242315762006,81.35242315762007,181.3487878923877,18.643941577147558,undercut cheapest competitor
3,B,2.2291749999999997,0.0,0.08135242315762006,81.35242315762007,181.3487878923877,18.643941577147558,undercut cheapest competitor
3,C,2.2291749999999997,0.0,0.08135242315762006,81.35242315762007,181.3487878923877,18.643941577147558,undercut cheapest competitor
4,A,2.1177162499999995,0.0,0.0884006582492556,88.4006582492556,187.2075104851451,10.406193986633895,undercut cheapest competitor
4,B,2.1177162499999995,0.0,0.0884006582492556,88.4006582492556,187.2075104851451,10.406193986633895,undercut cheapest competitor
4,C,2.1177162499999995,0.0,0.0884006582492556,88.4006582492556,187.2075104851451,10.406193986633895,undercut cheapest competitor
5,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
5,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
5,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
6,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
